"district","neighborhood","year","hou_total","hou_wheel","hou_boat","hou_sheltered","hou_protected","hou_corporation","hou_owner","hou_rented","hou_40","hou_40_60","hou_60_80","hou_80_100","hou_100","hou_occupants","hou_mar_wo","hou_mar_w","hou_unm_wo","hou_unm_w","hou_sin_wo","hou_sin_w","hou_other","hou_value","hou_value_m2","hou_satisfaction","hou_condition","hou_maintenance","hou_neighborhood","hou_development","hou_homefeel"
"A Centrum","Lastage",2015,649,0,22,1,0,167,185,297,78,258,122,80,111,1.64,45,34,103,22,402,38,5,291416,3989,"3.high","2.bad","3.good","3.high","2.low","4.very high"
"A Centrum","Lastage",2016,655,0,22,1,0,165,199,291,77,255,119,81,123,1.61,53,33,99,20,404,40,6,320869,4371,"3.high","2.bad","3.good","3.high","2.low","4.very high"
"A Centrum","Lastage",2017,661,0,22,1,0,163,211,287,74,257,121,83,126,1.64,55,31,94,22,409,39,11,363010,4920,"3.high","2.bad","3.good","3.high","1.very low","4.very high"
"A Centrum","Lastage",2018,594,0,21,0,0,100,171,323,24,234,99,68,169,1.54,46,20,92,7,396,26,7,389037,5280,"3.high","2.bad","3.good","3.high","2.low","3.high"
"A Centrum","Lastage",2019,680,0,22,1,0,165,208,307,75,257,127,87,134,1.57,61,34,107,20,405,41,12,466031,5946,"3.high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Lastage",2020,712,0,23,4,0,184,220,308,88,273,144,96,111,1.65,60,40,114,27,410,47,14,542551,6770,"3.high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Leidsebuurt Noordoost",2015,720,0,0,2,0,36,209,475,185,212,133,89,101,1.4,35,28,140,21,447,21,28,291578,4241,"3.high","3.good","3.good","2.low","2.low","3.high"
"A Centrum","Leidsebuurt Noordoost",2016,619,0,0,0,0,0,166,453,112,178,96,67,166,1.29,21,7,127,0,436,7,21,291901,4466,"3.high","3.good","3.good","2.low","1.very low","3.high"
"A Centrum","Leidsebuurt Noordoost",2017,701,0,0,0,0,6,223,472,159,207,125,88,122,1.37,37,17,131,17,454,17,28,383036,5413,"3.high","3.good","3.good","2.low","1.very low","2.low"
"A Centrum","Leidsebuurt Noordoost",2018,735,0,0,2,0,26,213,496,175,216,141,94,109,1.4,35,28,148,21,452,21,30,444336,5949,"3.high","3.good","3.good","2.low","1.very low","3.high"
"A Centrum","Leidsebuurt Noordoost",2019,717,0,0,0,0,4,182,531,157,208,138,88,126,1.38,31,27,161,13,442,18,25,481114,6318,"3.high","3.good","3.good","2.low","1.very low","3.high"
"A Centrum","Leidsebuurt Noordoost",2020,674,0,0,0,0,0,186,488,122,196,121,81,154,1.33,29,14,143,7,445,14,22,512612,6859,"3.high","3.good","3.good","2.low","1.very low","2.low"
"A Centrum","Leidsegracht Noord",2015,381,0,0,0,0,19,145,217,20,68,39,39,215,1.47,41,21,66,0,228,12,13,690801,4891,"4.very high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Noord",2016,393,0,0,0,0,22,149,222,22,72,45,42,212,1.48,42,21,68,4,232,13,13,745561,5485,"4.very high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Noord",2017,449,0,0,1,0,61,172,216,52,90,67,55,185,1.53,50,27,82,9,249,18,14,820936,6220,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Noord",2018,463,0,0,2,0,66,178,219,55,95,73,59,181,1.54,54,27,82,14,250,18,18,876853,6822,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Noord",2019,447,0,0,0,0,45,170,232,38,89,68,56,196,1.52,51,27,80,10,246,17,16,917923,7323,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Noord",2020,461,0,0,1,0,50,175,236,41,94,74,60,192,1.53,54,27,86,14,249,18,13,973623,7924,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Zuid",2015,372,0,0,0,0,5,103,264,22,76,57,51,166,1.52,32,24,51,12,226,16,11,562537,4728,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Zuid",2016,424,0,0,1,0,41,124,259,49,93,77,63,142,1.57,37,33,58,17,241,21,17,636032,5451,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Zuid",2017,347,0,0,0,0,0,91,256,0,67,50,47,183,1.49,30,23,49,8,215,11,11,648451,5757,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Zuid",2018,476,0,1,5,1,69,145,262,71,110,99,76,120,1.62,44,39,70,26,253,26,18,758530,6728,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Zuid",2019,414,0,0,0,0,11,118,285,24,89,77,63,161,1.55,38,30,61,16,237,17,15,778009,7083,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leidsegracht Zuid",2020,433,0,0,1,0,20,125,288,30,95,85,68,155,1.57,42,34,64,17,242,17,17,835889,7699,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leliegracht e.o.",2015,1237,0,14,0,0,233,446,558,217,166,170,178,506,1.44,127,66,158,39,778,48,21,514701,4460,"4.very high","4.very good","4.very good","4.very high","2.low","4.very high"
"A Centrum","Leliegracht e.o.",2016,1218,0,14,0,0,211,446,561,171,181,180,178,508,1.46,122,73,171,49,743,37,23,634518,5460,"4.very high","3.good","4.very good","4.very high","2.low","4.very high"
"A Centrum","Leliegracht e.o.",2017,1205,0,14,0,0,178,529,498,141,187,184,181,512,1.45,122,70,174,51,734,36,18,701573,6323,"4.very high","4.very good","4.very good","3.high","2.low","4.very high"
"A Centrum","Leliegracht e.o.",2018,1150,0,13,0,0,139,416,595,113,158,157,164,558,1.38,115,51,166,13,767,26,12,699301,6345,"4.very high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Leliegracht e.o.",2019,1219,0,15,0,0,205,365,649,141,192,192,178,516,1.47,124,69,178,47,733,37,31,836431,7278,"4.very high","3.good","4.very good","3.high","1.very low","4.very high"
"A Centrum","Leliegracht e.o.",2020,1272,0,15,3,1,226,466,580,181,198,204,192,497,1.49,131,83,190,59,737,48,24,854952,7848,"4.very high","4.very good","4.very good","3.high","2.low","4.very high"
"A Centrum","Marnixbuurt Noord",2015,956,0,13,0,8,516,169,271,196,326,330,52,52,1.55,96,47,99,27,615,69,3,249579,4094,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"A Centrum","Marnixbuurt Noord",2016,923,0,12,0,8,490,161,272,178,305,321,44,75,1.51,88,39,108,20,609,59,0,230429,4214,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Marnixbuurt Noord",2017,966,0,13,0,8,514,188,264,197,327,330,53,59,1.55,96,50,116,28,599,69,8,291738,4879,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Marnixbuurt Noord",2018,952,0,13,0,8,499,172,281,184,314,334,52,68,1.53,95,48,105,29,600,67,8,341313,5415,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Marnixbuurt Noord",2019,963,0,13,0,8,513,173,277,196,300,349,55,63,1.52,87,49,119,36,600,65,7,350640,5704,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Marnixbuurt Noord",2020,963,0,13,0,8,494,175,294,178,318,340,55,72,1.53,96,48,116,29,597,67,10,443721,6557,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Marnixbuurt Zuid",2015,491,0,6,0,0,179,80,232,127,127,125,63,49,1.31,30,10,50,5,381,10,5,193027,3656,"3.high","3.good","3.good","3.high","3.high","4.very high"
"A Centrum","Marnixbuurt Zuid",2016,500,0,6,1,0,179,83,238,127,130,129,65,49,1.31,30,10,51,10,384,10,5,245715,4237,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Marnixbuurt Zuid",2017,506,0,6,1,0,171,83,252,119,131,133,69,54,1.27,32,13,52,8,383,10,8,307558,4867,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Marnixbuurt Zuid",2018,575,0,7,6,1,228,114,233,164,155,159,83,14,1.38,42,21,63,21,402,16,10,379149,5590,"3.high","3.good","3.good","3.high","3.high","4.very high"
"A Centrum","Marnixbuurt Zuid",2019,508,0,6,1,0,171,87,250,119,133,135,67,54,1.35,35,13,54,9,384,8,5,385634,5871,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Marnixbuurt Zuid",2020,555,0,7,4,1,196,104,255,138,148,154,80,35,1.35,41,16,62,16,394,16,10,466648,6632,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Nieuwe Kerk e.o.",2015,517,0,0,0,0,50,125,342,95,151,135,72,64,1.59,31,16,110,16,319,10,15,222872,3832,"3.high","3.good","3.good","2.low","2.low","3.high"
"A Centrum","Nieuwe Kerk e.o.",2016,487,0,0,0,0,18,111,358,69,141,124,66,87,1.56,30,15,107,10,304,5,16,257192,4289,"3.high","3.good","3.good","2.low","2.low","2.low"
"A Centrum","Nieuwe Kerk e.o.",2017,516,0,0,0,0,21,133,362,79,150,137,76,74,1.61,29,15,114,11,321,11,15,324737,4906,"3.high","3.good","3.good","2.low","1.very low","2.low"
"A Centrum","Nieuwe Kerk e.o.",2018,526,0,0,0,0,36,126,364,82,154,141,76,73,1.59,32,16,116,16,321,11,14,373263,5524,"3.high","3.good","3.good","2.low","2.low","2.low"
"A Centrum","Nieuwe Kerk e.o.",2019,527,0,0,0,0,44,116,367,80,155,142,74,76,1.56,38,19,116,15,312,10,17,417461,6113,"3.high","3.good","3.good","2.low","2.low","3.high"
"A Centrum","Nieuwe Kerk e.o.",2020,528,0,0,0,0,23,126,379,71,154,144,78,81,1.58,37,16,120,16,314,10,15,471458,6638,"3.high","3.good","3.good","2.low","1.very low","2.low"
"A Centrum","Nieuwmarkt",2015,1077,0,11,18,3,764,158,155,145,336,267,144,185,1.51,73,61,76,29,745,83,10,267708,3809,"3.high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Nieuwmarkt",2016,1088,0,11,19,3,763,172,153,157,339,270,146,176,1.51,75,64,85,32,736,85,11,300072,4335,"3.high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Nieuwmarkt",2017,1083,0,11,18,3,746,175,162,145,337,272,144,185,1.49,79,63,87,26,737,83,8,340222,4845,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Nieuwmarkt",2018,1136,0,12,22,4,789,191,156,175,355,290,158,158,1.55,85,74,96,42,733,96,10,420083,5597,"4.very high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Nieuwmarkt",2019,1081,0,11,18,3,738,172,171,145,336,267,146,187,1.5,78,51,94,29,745,74,10,426957,5934,"4.very high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Nieuwmarkt",2020,1074,0,11,17,3,723,163,188,121,334,269,145,205,1.48,77,55,88,22,745,77,10,487615,6502,"3.high","3.good","3.good","3.high","1.very low","3.high"
"A Centrum","Oostenburg",2015,830,0,22,1,5,570,192,68,79,209,335,172,35,1.85,63,76,92,32,472,89,6,214391,3100,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Oostenburg",2016,799,0,22,0,4,522,195,82,43,194,316,161,85,1.82,52,78,87,17,486,78,1,215957,3447,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Oostenburg",2017,830,0,23,1,5,560,211,59,71,207,336,174,42,1.92,55,87,92,29,480,80,7,294474,4200,"4.very high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Oostenburg",2018,880,0,23,3,5,575,227,78,84,221,349,181,45,1.9,69,86,104,35,492,86,8,351863,4817,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Oostenburg",2019,907,0,23,1,5,556,251,100,73,223,345,179,87,1.86,75,89,107,36,514,79,7,366652,5257,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Oostenburg",2020,881,0,23,2,5,561,226,94,71,221,351,183,55,1.89,69,86,104,35,492,86,9,449428,5926,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Oude Kerk e.o.",2015,590,0,1,8,1,283,96,211,129,180,154,106,21,1.46,26,21,110,26,350,37,20,265176,3524,"4.very high","4.very good","3.good","2.low","2.low","3.high"
"A Centrum","Oude Kerk e.o.",2016,512,0,0,2,0,211,62,239,71,154,126,89,72,1.38,20,10,99,15,323,25,20,276625,3825,"4.very high","3.good","3.good","1.very low","1.very low","3.high"
"A Centrum","Oude Kerk e.o.",2017,486,0,0,1,0,183,59,244,53,149,115,82,87,1.36,12,8,102,8,319,20,17,317055,4321,"4.very high","3.good","3.good","1.very low","1.very low","3.high"
"A Centrum","Oude Kerk e.o.",2018,506,0,0,1,0,191,58,257,55,152,126,89,84,1.37,15,10,101,10,329,25,16,371100,4913,"4.very high","3.good","3.good","1.very low","1.very low","3.high"
"A Centrum","Oude Kerk e.o.",2019,515,0,0,0,0,191,53,271,49,151,133,93,89,1.36,22,10,101,12,329,24,17,420065,5470,"3.high","3.good","3.good","1.very low","1.very low","2.low"
"A Centrum","Oude Kerk e.o.",2020,514,0,0,1,0,184,60,270,48,154,131,92,89,1.37,20,10,106,10,328,20,20,472574,6048,"4.very high","3.good","3.good","1.very low","1.very low","2.low"
"A Centrum","Passeerdersgrachtbuurt",2015,630,0,0,0,0,226,233,171,81,201,150,108,90,1.4,50,20,78,24,424,30,4,354276,4487,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
"A Centrum","Passeerdersgrachtbuurt",2016,641,0,0,1,0,240,217,184,96,203,152,108,82,1.39,51,19,90,19,429,26,7,416382,5146,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"A Centrum","Passeerdersgrachtbuurt",2017,612,0,0,0,0,209,204,199,70,194,143,102,103,1.36,44,19,88,13,416,25,7,451325,5607,"4.very high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Passeerdersgrachtbuurt",2018,670,0,1,3,0,250,228,192,102,213,165,116,74,1.41,57,26,96,26,428,32,5,527651,6349,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"A Centrum","Passeerdersgrachtbuurt",2019,635,0,0,0,0,226,193,216,87,200,151,106,91,1.36,48,21,101,15,420,21,9,568115,6861,"4.very high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Passeerdersgrachtbuurt",2020,652,0,0,1,0,221,219,212,78,207,161,113,93,1.39,51,26,96,19,428,26,6,616682,7400,"4.very high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Rapenburg",2015,611,0,31,3,0,251,162,198,88,153,108,78,184,1.76,53,41,106,29,329,35,18,266945,3677,"4.very high","3.good","3.good","4.very high","3.high","4.very high"
"A Centrum","Rapenburg",2016,585,0,31,0,0,223,150,212,65,144,99,73,204,1.73,47,41,105,23,322,29,18,303343,4147,"3.high","3.good","3.good","3.high","3.high","4.very high"
"A Centrum","Rapenburg",2017,583,0,31,0,0,192,158,233,52,147,101,75,208,1.77,48,36,108,21,317,31,22,354181,4706,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Rapenburg",2018,515,0,30,0,0,151,120,244,6,121,75,58,255,1.65,40,29,97,6,309,23,11,367406,5029,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Rapenburg",2019,588,0,31,0,0,226,140,222,53,141,102,73,219,1.68,51,40,110,20,327,30,10,447629,5807,"4.very high","3.good","3.good","4.very high","2.low","4.very high"
"A Centrum","Rapenburg",2020,628,0,32,3,0,230,165,233,68,158,119,85,198,1.76,54,42,120,30,329,36,17,518370,6501,"3.high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Sarphatistrook",2015,1136,0,8,3,0,497,311,328,192,252,325,111,256,1.65,70,58,146,41,759,47,15,313931,4002,"3.high","3.good","3.good","3.high","3.high","4.very high"
"A Centrum","Sarphatistrook",2016,1146,0,8,3,0,501,326,319,197,254,328,110,257,1.66,69,58,150,35,776,46,12,351201,4495,"3.high","3.good","3.good","3.high","3.high","4.very high"
"A Centrum","Sarphatistrook",2017,1148,0,8,3,0,492,343,313,193,256,330,110,259,1.69,73,57,162,35,763,39,19,396394,5053,"4.very high","3.good","4.very good","4.very high","3.high","3.high"
"A Centrum","Sarphatistrook",2018,1135,0,8,2,0,478,320,337,178,251,326,109,271,1.64,69,58,151,35,776,35,11,443346,5567,"3.high","3.good","3.good","3.high","3.high","3.high"
"A Centrum","Sarphatistrook",2019,1156,0,8,3,0,495,323,338,190,256,332,111,267,1.64,80,57,143,35,777,46,18,490466,6098,"3.high","3.good","4.very good","3.high","3.high","3.high"
"A Centrum","Sarphatistrook",2020,1141,0,8,2,0,468,321,352,168,252,330,111,280,1.64,71,59,153,35,776,35,12,543173,6691,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Spiegelbuurt",2015,529,0,0,3,0,28,235,266,34,98,72,79,246,1.4,51,34,68,6,338,23,9,510275,4600,"4.very high","3.good","4.very good","3.high","3.high","4.very high"
"A Centrum","Spiegelbuurt",2016,572,0,0,6,0,56,252,264,56,112,89,89,226,1.44,57,40,79,17,340,28,11,579447,5293,"4.very high","3.good","4.very good","3.high","3.high","4.very high"
"A Centrum","Spiegelbuurt",2017,563,0,0,5,0,42,248,273,44,109,87,88,235,1.43,57,39,76,13,337,28,13,624183,5820,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Spiegelbuurt",2018,588,0,0,7,0,56,258,274,54,117,97,94,226,1.45,63,40,81,17,346,29,12,684983,6456,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Spiegelbuurt",2019,572,0,0,5,0,35,251,286,37,112,92,91,240,1.43,57,40,79,17,340,28,11,726131,6958,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Spiegelbuurt",2020,558,0,0,4,0,16,244,298,22,107,88,89,252,1.41,56,39,79,11,333,28,12,768337,7468,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Spuistraat Noord",2015,483,0,4,0,0,22,125,336,117,114,70,69,113,1.46,26,10,93,5,327,5,17,247723,3966,"4.very high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Spuistraat Noord",2016,504,0,5,0,0,32,133,339,125,121,79,74,105,1.48,31,10,99,5,327,10,22,306394,4588,"4.very high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Spuistraat Noord",2017,531,0,5,1,0,47,144,340,136,130,90,81,94,1.5,32,15,103,11,338,12,20,367862,5229,"4.very high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Spuistraat Noord",2018,585,0,6,5,1,85,166,334,165,148,111,94,67,1.55,38,22,115,22,350,16,22,442204,5958,"4.very high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Spuistraat Noord",2019,538,0,5,1,0,38,146,354,128,132,95,84,99,1.5,32,16,108,11,339,11,21,468552,6360,"4.very high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Spuistraat Noord",2020,527,0,5,0,0,22,140,365,115,129,92,82,109,1.49,32,16,105,11,332,11,20,512261,6880,"4.very high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Spuistraat Zuid",2015,510,1,3,0,0,147,96,267,74,183,100,57,96,1.26,21,21,67,10,361,21,9,305843,4166,"3.high","3.good","3.good","3.high","2.low","4.very high"
"A Centrum","Spuistraat Zuid",2016,518,1,3,1,0,147,99,272,73,186,104,59,96,1.27,21,21,73,10,363,21,9,358428,4747,"3.high","3.good","4.very good","3.high","2.low","4.very high"
"A Centrum","Spuistraat Zuid",2017,524,1,3,1,0,145,101,278,71,188,107,61,97,1.27,21,23,73,10,364,21,12,410061,5321,"3.high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Spuistraat Zuid",2018,555,1,3,3,0,164,113,278,85,198,120,69,83,1.3,26,26,79,16,367,26,15,473750,5977,"3.high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Spuistraat Zuid",2019,516,1,3,0,0,124,96,296,53,185,106,60,112,1.25,21,21,73,10,360,21,10,503547,6403,"3.high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Spuistraat Zuid",2020,570,1,4,4,0,162,118,290,82,203,127,73,85,1.3,27,27,85,16,373,27,15,578260,7134,"3.high","3.good","4.very good","3.high","2.low","3.high"
"A Centrum","Uilenburg",2015,763,0,17,0,0,290,261,212,52,311,160,156,84,1.46,73,28,94,16,498,48,6,292921,3930,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Uilenburg",2016,811,0,18,2,0,317,281,213,73,315,165,182,76,1.48,79,39,94,24,520,47,8,340060,4543,"4.very high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Uilenburg",2017,796,0,18,0,0,292,301,203,52,305,155,187,97,1.44,82,37,84,14,528,42,9,378445,5110,"4.very high","3.good","3.good","3.high","3.high","4.very high"
"A Centrum","Uilenburg",2018,796,0,18,0,0,290,273,233,51,310,162,179,94,1.46,78,39,94,16,515,47,7,430110,5601,"3.high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Uilenburg",2019,802,0,18,0,0,288,249,265,49,306,157,187,103,1.47,83,41,88,18,526,40,6,459983,6013,"3.high","2.bad","3.good","3.high","2.low","3.high"
"A Centrum","Uilenburg",2020,868,0,19,6,1,336,302,230,85,334,190,197,62,1.53,95,47,110,32,521,55,8,561585,6941,"4.very high","3.good","3.good","3.high","2.low","3.high"
"A Centrum","Utrechtsebuurt Zuid",2015,782,0,22,0,0,129,307,346,108,241,165,93,175,1.52,69,60,97,21,484,42,9,364014,4482,"4.very high","3.good","4.very good","4.very high","4.very high","4.very high"
"A Centrum","Utrechtsebuurt Zuid",2016,819,0,23,4,0,160,324,335,133,251,181,101,153,1.55,85,62,93,31,479,54,15,449706,5489,"4.very high","3.good","4.very good","4.very high","3.high","4.very high"
